;table;tableDescription;fieldNr;fieldName;fieldDescription;dataType;length
;KRAMP     ;Amorteringsplan;17;FEE       ;Avgift;Y;8
;KRAMP     ;Amorteringsplan;18;INTEREST  ;Ränta;Y;8
;KRAMP     ;Amorteringsplan;19;EXPMONTH  ;Första förfallomånad;I;4
;KRAMP     ;Amorteringsplan;20;EXPDATE   ;Första förfallodatum;T;8
;KRAMP     ;Amorteringsplan;21;TIMESTAMP ;;C;10
;KRAMX     ;Juridisk text;1;KEYKRAMX  ;Juridisk text;C;15
;KRAMX     ;Juridisk text;2;CAPTION   ;Juridisk text;C;30
;KRAMX     ;Juridisk text;3;TYPE      ;Användning;I;4
;KRAMX     ;Juridisk text;4;TEXT      ;Text;M;4
;KRAMX     ;Juridisk text;5;TIMESTAMP ;;C;10
;KRBFC     ;Koppling mellan Betalningsföreläggande - Kontakt;1;KEYKRBFC  ;Koppling mellan Betalningsföreläggande - Kontakt;C;15
;KRBFC     ;Koppling mellan Betalningsföreläggande - Kontakt;2;KEYKRBFL  ;Betalningsföreläggande;C;15
;KRBFC     ;Koppling mellan Betalningsföreläggande - Kontakt;3;KEYCMCTC  ;Kontakt;C;15
;KRBFC     ;Koppling mellan Betalningsföreläggande - Kontakt;4;BFCORDER  ;Svarandesortering;I;4
;KRBFC     ;Koppling mellan Betalningsföreläggande - Kontakt;5;TIMESTAMP ;;C;10
;KRBFL     ;Betalningsföreläggande;1;KEYKRBFL  ;Betalningsföreläggande;C;15
;KRBFL     ;Betalningsföreläggande;2;KEYCMCMP  ;Företag;C;15
;KRBFL     ;Betalningsföreläggande;3;KEYCMCTC  ;Sökandens namn;C;15
;KRBFL     ;Betalningsföreläggande;4;KEYSYUSR  ;Användare;C;15
;KRBFL     ;Betalningsföreläggande;5;APPLDATE  ;Ansökningsdatum;T;8
;KRBFL     ;Betalningsföreläggande;6;STATUS    ;Status;I;4
;KRBFL     ;Betalningsföreläggande;7;AMOUNT    ;Belopp;Y;8
;KRBFL     ;Betalningsföreläggande;8;INTEREST  ;Upplupen ränta;Y;8
;KRBFL     ;Betalningsföreläggande;9;INTALT    ;Räntealternativ;I;4
;KRBFL     ;Betalningsföreläggande;10;INTPRCNT  ;Räntesats;Y;8
;KRBFL     ;Betalningsföreläggande;11;INTFROM   ;Ränta yrkas fr.o.m;T;8
;KRBFL     ;Betalningsföreläggande;12;INTWHY    ;Grund för yrkande;C;80
;KRBFL     ;Betalningsföreläggande;13;INTWHYTYPE;Reason for claim;I;4
;KRBFL     ;Betalningsföreläggande;14;INTAGREE  ;Räntan är avtalad;I;4
;KRBFL     ;Betalningsföreläggande;15;APPLFEE   ;Ansökningsavgift;Y;8
;KRBFL     ;Betalningsföreläggande;16;OWNFEE    ;Eget arbete/ombuds arvode;Y;8
;KRBFL     ;Betalningsföreläggande;17;REGFEE    ;Registreringsbevis;Y;8
;KRBFL     ;Betalningsföreläggande;18;PAMIN1FEE ;Betalningspåminnelse;Y;8
;KRBFL     ;Betalningsföreläggande;19;PAMIN2FEE ;Kravbrev enligt §5 i inkassolagen;Y;8
;KRBFL     ;Betalningsföreläggande;20;AMORTFEE  ;Amorteringsplan;Y;8
;KRBFL     ;Betalningsföreläggande;21;EXECUTION ;Verkställighet;I;4
;KRBFL     ;Betalningsföreläggande;22;EXECTEXT  ;Verkställighet övrigt;C;80
;KRBFL     ;Betalningsföreläggande;23;COUNCODE  ;Counsel;C;15
;KRBFL     ;Betalningsföreläggande;24;COUNBRONN ;Customer no.. Brønnøysund;C;80
;KRBFL     ;Betalningsföreläggande;25;COUNOURREF;Our ref.;C;80
;KRBFL     ;Betalningsföreläggande;26;ENFCONTACT;Enforcement authority;C;15
;KRBFL     ;Betalningsföreläggande;27;EXECBDATE ;Moving solicitation (letter b);T;8
;KRBFL     ;Betalningsföreläggande;28;EXECCDATE ;Termination of (letter c);T;8
;KRBFL     ;Betalningsföreläggande;29;EXECNDATE ;Notice after enforcement act § 4-18;T;8
;KRBFL     ;Betalningsföreläggande;30;EXECRDATE ;Dwelling lease;T;8
;KRBFL     ;Betalningsföreläggande;31;TOTALONPET;Total claim on petition date;I;4
;KRBFL     ;Betalningsföreläggande;32;HOUSEHOLD ;Household;C;4
;KRBFL     ;Betalningsföreläggande;33;TIMESTAMP ;;C;10
;KRBRG     ;Koppling kontakt - faktura;1;KEYKRBRG  ;Koppling kontakt - faktura;C;15
;KRBRG     ;Koppling kontakt - faktura;2;KEYKRFKH  ;Faktura;C;15
;KRBRG     ;Koppling kontakt - faktura;3;KEYCMCTC  ;Kontakt;C;15
;KRBRG     ;Koppling kontakt - faktura;4;KEYHYSEC  ;Säkerhet;C;15
;KRBRG     ;Koppling kontakt - faktura;5;TYPE      ;Kontakttyp;I;4
;KRBRG     ;Koppling kontakt - faktura;6;OWNERORDER;Innehavarsortering;I;4
;KRBRG     ;Koppling kontakt - faktura;7;TIMESTAMP ;;C;10
;KRBSS     ;Sales statistics;1;KEYKRBSS  ;Sales statistics;C;15
;KRBSS     ;Sales statistics;2;KEYCMCTC  ;Kontakt;C;15
;KRBSS     ;Sales statistics;3;INVAMOUNT ;Invoices 12 mon;Y;8
;KRBSS     ;Sales statistics;4;RANGORDER ;Ranking 12 mon (placement);I;4
;KRBSS     ;Sales statistics;5;COLLFIRM  ;Debt collection 12 mon (pcs);I;4
;KRBSS     ;Sales statistics;6;REMINDERS ;Reminders 12 mon (pcs);I;4
;KRBSS     ;Sales statistics;7;TIMESTAMP ;;C;10
;KRDBT     ;Debiteringstypskoppling;1;KEYKRDBT  ;;C;15
;KRDBT     ;Debiteringstypskoppling;2;KEYFADBT  ;Debiteringstyp;C;15
;KRDBT     ;Debiteringstypskoppling;3;KEYKRFKH  ;Faktura;C;15
;KRDBT     ;Debiteringstypskoppling;4;TIMESTAMP ;;C;10
;KRDCC     ;Debt collection cases;1;KEYKRDCC  ;Debt collection cases;C;15
;KRDCC     ;Debt collection cases;2;KEYCMCMP  ;Företag;C;15
;KRDCC     ;Debt collection cases;3;KEYCMCTC  ;Kontakt;C;15
;KRDCC     ;Debt collection cases;4;KEYHYOBJ  ;Kontrakt;C;15
;KRDCC     ;Debt collection cases;5;CODE      ;Debt collection cases;C;20
;KRDCC     ;Debt collection cases;6;AGENCY    ;Debt collection agency;I;4
;KRDCC     ;Debt collection cases;7;AGENCYCODE;Code at debt collection company;C;20
;KRDCC     ;Debt collection cases;8;STATUS    ;Status;I;4
;KRDCC     ;Debt collection cases;9;AGENCYSTAT;Status at debt collection agency;I;4
;KRDCC     ;Debt collection cases;10;SENTAMOUNT;Amount sent to debt collection agency;Y;8
;KRDCC     ;Debt collection cases;11;NOTE      ;Notering;C;100
;KRDCC     ;Debt collection cases;12;CASETYPE  ;Case [TXC<L>_S8E0VVTTT];C;20
;KRDCC     ;Debt collection cases;13;REGDATE   ;Registration date;T;8
;KRDCC     ;Debt collection cases;14;SENTDATE  ;Sent to debt collection agency;T;8
;KRDCC     ;Debt collection cases;15;TIMESTAMP ;;C;10
;KRDCP     ;Payment from debt collection agency - Detailed;1;KEYKRDCP  ;Payment from debt collection agency - Detailed;C;15
;KRDCP     ;Payment from debt collection agency - Detailed;2;KEYKRDCU  ;Payment from debt collection agency;C;15
;KRDCP     ;Payment from debt collection agency - Detailed;3;KEYKRFKH  ;Invoice;C;15
;KRDCP     ;Payment from debt collection agency - Detailed;4;AGENCYDATE;Transaction date at debt collection agency;T;8
;KRDCP     ;Payment from debt collection agency - Detailed;5;AMOUNT    ;Amount;Y;8
;KRDCP     ;Payment from debt collection agency - Detailed;6;TIMESTAMP ;;C;10
;KRDCU     ;Payment from debt collection agency;1;KEYKRDCU  ;Payment from debt collection agency;C;15
;KRDCU     ;Payment from debt collection agency;2;KEYKRDCC  ;Inkassoärenden;C;15
;KRDCU     ;Payment from debt collection agency;3;REGDATE   ;Registration date;T;8
;KRDCU     ;Payment from debt collection agency;4;STATUS    ;Status;I;4
;KRDCU     ;Payment from debt collection agency;5;TIMESTAMP ;;C;10
;KREIN     ;Slutfaktura;1;KEYKREIN  ;Slutfaktura;C;15
;KREIN     ;Slutfaktura;2;KEYHYOBJ  ;Kontrakt;C;15
;KREIN     ;Slutfaktura;3;KEYCMCTC  ;Kontakt;C;15
;KREIN     ;Slutfaktura;4;KEYCMCTC2 ;Kontakt;C;15
;KREIN     ;Slutfaktura;5;KEYCMCMP  ;Företag;C;15
;KREIN     ;Slutfaktura;6;INVDATE   ;;T;8
;KREIN     ;Slutfaktura;7;TIMESTAMP ;;C;10
;KRERR     ;Felaktig inbetalning;1;KEYKRERR  ;Felaktig inbetalning;C;15
;KRERR     ;Felaktig inbetalning;2;KEYKRTRN  ;Transaktion;C;15
;KRERR     ;Felaktig inbetalning;3;TYPE      ;Feltyp;I;4
;KRERR     ;Felaktig inbetalning;4;ERRSTRING ;Felaktig sträng / Meddelande;C;40
;KRERR     ;Felaktig inbetalning;5;GIRO      ;Giro;C;20
;KRERR     ;Felaktig inbetalning;6;STATUS    ;Status;I;4
;KRERR     ;Felaktig inbetalning;7;AMOUNT    ;Ursprungligt belopp;Y;8
;KRERR     ;Felaktig inbetalning;8;TIMESTAMP ;;C;10
;KRFKH     ;Faktura;1;KEYKRFKH  ;Faktura;C;15
;KRFKH     ;Faktura;2;KEYCMCMP  ;Företag;C;15
;KRFKH     ;Faktura;3;KEYREVRT  ;Transaktionstyp;C;15
;KRFKH     ;Faktura;4;KEYCMCTC  ;Kund;C;15
;KRFKH     ;Faktura;5;KEYCMCTC2 ;c/o Adress;C;15
;KRFKH     ;Faktura;6;KEYCMCTC3 ;Er referens;C;15
;KRFKH     ;Faktura;7;KEYCMCTC4 ;Fakturamottagare;C;15
;KRFKH     ;Faktura;8;KEYCMCTC5 ;Intern leverantör;C;15
;KRFKH     ;Faktura;9;KEYCMEID  ;Export;C;15
;KRFKH     ;Faktura;10;KEYATWAY  ;Färdväg;C;15
;KRFKH     ;Faktura;11;KEYSYUSR  ;Användare;C;15
;KRFKH     ;Faktura;12;KEYCMDBM  ;Debiterings- och betalmetod;C;15
;KRFKH     ;Faktura;13;DEBITID   ;Deb.und.nr;C;10
;KRFKH     ;Faktura;14;INVOICE   ;Faktura;C;25
;KRFKH     ;Faktura;15;TYPE      ;Fakt.typ;I;4
;KRFKH     ;Faktura;16;DEBSTATUS ;Debiteringsstatus;I;4
;KRFKH     ;Faktura;17;PRNSTATUS ;Utskriftsstatus;I;4
;KRFKH     ;Faktura;18;PAYSTATUS ;Regl.status;I;4
;KRFKH     ;Faktura;19;RESSTATUS ;Restriktionsstatus;I;4
;KRFKH     ;Faktura;20;LOGSTATUS ;Loggstatus;I;4
;KRFKH     ;Faktura;21;LOSSTATUS ;Förlust;I;4
;KRFKH     ;Faktura;22;ERRSTATUS ;Felstatus;I;4
;KRFKH     ;Faktura;23;BUNDLE    ;Buntas;I;4
;KRFKH     ;Faktura;24;REFERENCE ;Referens;C;30
;KRFKH     ;Faktura;25;YREFERENCE;Er referens;C;30
;KRFKH     ;Faktura;26;OCR       ;OCR;C;25
;KRFKH     ;Faktura;27;OCRQTY    ;Antal inbetalningskort;I;4
;KRFKH     ;Faktura;28;AMOUNT    ;Netto;Y;8
;KRFKH     ;Faktura;29;FEE       ;Avgift;Y;8
;KRFKH     ;Faktura;30;REDUCTION ;Avdrag;Y;8
;KRFKH     ;Faktura;31;ADDAMOUNT ;Kompletterad amorteringsplansfordran;Y;8
;KRFKH     ;Faktura;32;CLAIM     ;Återbetalt tillgodo;Y;8
;KRFKH     ;Faktura;33;REST      ;Kompletterat småbelopp;Y;8
;KRFKH     ;Faktura;34;HOUSEALLOW;Kompletterat bostadstillägg;Y;8
;KRFKH     ;Faktura;35;DEPOSIT   ;Deposition;Y;8
;KRFKH     ;Faktura;36;VAT       ;Moms;Y;8
;KRFKH     ;Faktura;37;INTEREST  ;Ränta;Y;8
;KRFKH     ;Faktura;38;ROUNDOFF  ;Öresutjämning;Y;8
;KRFKH     ;Faktura;39;FAMOUNT   ;F. net;Y;8
;KRFKH     ;Faktura;40;FVAT      ;F. vat;Y;8
;KRFKH     ;Faktura;41;PERIOD    ;Period;I;4
;KRFKH     ;Faktura;42;FROMDATE  ;Fr.o.m. datum;T;8
;KRFKH     ;Faktura;43;TODATE    ;T.o.m. datum;T;8
;KRFKH     ;Faktura;44;INVDATE   ;Fakt. datum;T;8
;KRFKH     ;Faktura;45;EXPDATE   ;Förf. datum;T;8
;KRFKH     ;Faktura;46;RESDATE   ;Anståndsdatum;T;8
;KRFKH     ;Faktura;47;ACRINTDATE;Upplupen ränta beräknad t.o.m.;T;8
;KRFKH     ;Faktura;48;KEYSYUSR2 ;Användare;C;15
;KRFKH     ;Faktura;49;BLOCKED   ;Spärrad;I;4
;KRFKH     ;Faktura;50;BLOCKPAYM ;Blocked for payment;I;4
;KRFKH     ;Faktura;51;DEMANDSTOP;Kravfakturera ej;I;4
;KRFKH     ;Faktura;52;NOTINTINV ;Räntefakturera ej;I;4
;KRFKH     ;Faktura;53;REVVATDUTY;Omvänd skattskyldighet;I;4
;KRFKH     ;Faktura;54;AMORT     ;Amorteringsplan;I;4
;KRFKH     ;Faktura;55;EF        ;Elektronisk faktura;I;4
;KRFKH     ;Faktura;56;AG        ;Autogiro;I;4
;KRFKH     ;Faktura;57;AGSTATUS  ;Autogirostatus;I;4
;KRFKH     ;Faktura;58;PAYDEPO   ;Payment deposited;I;4
;KRFKH     ;Faktura;59;RECALLEDCF;Recalled debt collection case;I;4
;KRFKH     ;Faktura;60;DEDUCTDATE;Avdragsdatum;T;8
;KRFKH     ;Faktura;61;SORKOD    ;Fakturasortering;C;10
;KRFKH     ;Faktura;62;PRINTSORT ;Intern fakturasortering;C;50
;KRFKH     ;Faktura;63;INVFORMULA;Formel för fakturanummer;C;40
;KRFKH     ;Faktura;64;TIMESTAMP ;;C;10
;KRFKK     ;Fakturakoppling;1;KEYKRFKK  ;Factuurkoppeling;C;15
;KRFKK     ;Fakturakoppling;2;KEYKRFKH  ;Factuur;C;15
;KRFKK     ;Fakturakoppling;3;KEYKRFKH2 ;;C;15
;KRFKK     ;Fakturakoppling;4;KEYKRFKR  ;Factuurregel;C;15
;KRFKK     ;Fakturakoppling;5;KEYKRFKR2 ;;C;15
;KRFKK     ;Fakturakoppling;6;KEYCODE   ;;C;15
;KRFKK     ;Fakturakoppling;7;KEYCODE2  ;;C;15
;KRFKK     ;Fakturakoppling;8;KEYKRTRN  ;Transactie;C;15
;KRFKK     ;Fakturakoppling;9;TYPE      ;Type koppeling;I;4
;KRFKK     ;Fakturakoppling;10;TIMESTAMP ;;C;10
;KRFKR     ;Fakturarad;1;KEYKRFKR  ;Fakturarad;C;15
;KRFKR     ;Fakturarad;2;KEYKRFKH  ;Faktura;C;15
;KRFKR     ;Fakturarad;3;KEYCMART  ;Artikel;C;15
;KRFKR     ;Fakturarad;4;CODE      ;Artikel;C;20
;KRFKR     ;Fakturarad;5;TEXT      ;Beskrivning;C;70
;KRFKR     ;Fakturarad;6;UNIT      ;Enhet;C;10
;KRFKR     ;Fakturarad;7;QUANTITY  ;Antal;Y;8
;KRFKR     ;Fakturarad;8;AMOUNT    ;à-pris;Y;8
;KRFKR     ;Fakturarad;9;REDUCTION ;Avdrag;Y;8
;KRFKR     ;Fakturarad;10;VAT       ;Moms;Y;8
;KRFKR     ;Fakturarad;11;ROWTYPE   ;Radtyp;I;4
;KRFKR     ;Fakturarad;12;AUTOADDROW;Kompletterande fakturarad;I;4
;KRFKR     ;Fakturarad;13;FROMDATE  ;Fr.o.m. datum;T;8
;KRFKR     ;Fakturarad;14;TODATE    ;T.o.m. datum;T;8
;KRFKR     ;Fakturarad;15;PRINTGRPNO;Utskriftsgruppering;I;4
;KRFKR     ;Fakturarad;16;PRINTGROUP;Utskriftsgruppering;C;70
;KRFKR     ;Fakturarad;17;PRINTSORT ;Utskriftssortering;I;4
;KRFKR     ;Fakturarad;18;TIMESTAMP ;;C;10
;KRFKX     ;Extra fakturadata;1;KEYKRFKX  ;Extra fakturadata;C;15
;KRFKX     ;Extra fakturadata;2;KEYKRFKH  ;Faktura;C;15
;KRFKX     ;Extra fakturadata;3;KEYKRFKR  ;Fakturarad;C;15
;KRFKX     ;Extra fakturadata;4;EXTREF1   ;Extern referens 1;C;100
;KRFKX     ;Extra fakturadata;5;EXTREF2   ;Extern referens 2;C;100
;KRFKX     ;Extra fakturadata;6;TEXT1     ;;C;60
;KRFKX     ;Extra fakturadata;7;TEXT2     ;;C;60
;KRFKX     ;Extra fakturadata;8;TEXT3     ;;C;60
;KRFKX     ;Extra fakturadata;9;TEXT4     ;;C;60
;KRFKX     ;Extra fakturadata;10;TEXT5     ;;C;60
;KRFKX     ;Extra fakturadata;11;TEXT6     ;;C;60
;KRFKX     ;Extra fakturadata;12;TEXT7     ;;C;60
;KRFKX     ;Extra fakturadata;13;TEXT8     ;;C;60
;KRFKX     ;Extra fakturadata;14;TEXT9     ;;C;60
;KRFKX     ;Extra fakturadata;15;TEXT10    ;;C;60
;KRFKX     ;Extra fakturadata;16;TEXT11    ;;C;45
;KRFKX     ;Extra fakturadata;17;TEXT12    ;;C;30
;KRFKX     ;Extra fakturadata;18;TEXT13    ;;C;50
;KRFKX     ;Extra fakturadata;19;TEXT14    ;;C;50
;KRFKX     ;Extra fakturadata;20;TEXT15    ;;C;60
;KRFKX     ;Extra fakturadata;21;TEXT16    ;;C;50
;KRFKX     ;Extra fakturadata;22;TEXT17    ;;C;60
;KRFKX     ;Extra fakturadata;23;TEXT18    ;;C;60
;KRFKX     ;Extra fakturadata;24;TEXT19    ;;C;60
;KRFKX     ;Extra fakturadata;25;TEXT20    ;;C;200
;KRFKX     ;Extra fakturadata;26;TEXT21    ;;C;60
;KRFKX     ;Extra fakturadata;27;TEXT22    ;;C;2
;KRFKX     ;Extra fakturadata;28;TEXT23    ;;C;5
;KRFKX     ;Extra fakturadata;29;TEXT24    ;;C;5
;KRFKX     ;Extra fakturadata;30;TEXT25    ;;C;30
;KRFKX     ;Extra fakturadata;31;TEXT26    ;;C;250
;KRFKX     ;Extra fakturadata;32;TEXT27    ;;C;30
;KRFKX     ;Extra fakturadata;33;TEXT28    ;;C;30
;KRFKX     ;Extra fakturadata;34;TEXT29    ;;C;30
;KRFKX     ;Extra fakturadata;35;TEXT30    ;;C;30
;KRFKX     ;Extra fakturadata;36;TEXT31    ;;C;30
;KRFKX     ;Extra fakturadata;37;TEXT32    ;;C;30
;KRFKX     ;Extra fakturadata;38;TEXT33    ;;C;30
;KRFKX     ;Extra fakturadata;39;TEXT34    ;;C;30
;KRFKX     ;Extra fakturadata;40;TEXT35    ;;C;60
;KRFKX     ;Extra fakturadata;41;TEXT36    ;;C;60
;KRFKX     ;Extra fakturadata;42;TEXT37    ;;C;60
;KRFKX     ;Extra fakturadata;43;TEXT38    ;;C;60
;KRFKX     ;Extra fakturadata;44;TEXT39    ;;C;60
;KRFKX     ;Extra fakturadata;45;TEXT40    ;;C;60
;KRFKX     ;Extra fakturadata;46;TIMESTAMP ;;C;10
;KRFSL     ;Kundreskontraförsystemslogg;1;KEYKRFSL  ;Kundreskontraförsystemslogg;C;15
;KRFSL     ;Kundreskontraförsystemslogg;2;KEYREVRT  ;Transaktionstyp;C;15
;KRFSL     ;Kundreskontraförsystemslogg;3;KEYKRFKH  ;Faktura;C;15
;KRFSL     ;Kundreskontraförsystemslogg;4;KEYKRFKR  ;Fakturarad;C;15
;KRFSL     ;Kundreskontraförsystemslogg;5;KEYDBTBL  ;Tabell;C;15
;KRFSL     ;Kundreskontraförsystemslogg;6;KEYCODE   ;Koppling;C;15
;KRFSL     ;Kundreskontraförsystemslogg;7;KEYDBTBL2 ;Tabell;C;15
;KRFSL     ;Kundreskontraförsystemslogg;8;KEYCODE2  ;Koppling;C;15
;KRFSL     ;Kundreskontraförsystemslogg;9;KEYDBTBL3 ;Tabell;C;15
;KRFSL     ;Kundreskontraförsystemslogg;10;KEYCODE3  ;Koppling;C;15
;KRFSL     ;Kundreskontraförsystemslogg;11;STATUS    ;Status;I;4
;KRFSL     ;Kundreskontraförsystemslogg;12;STATUS2   ;Status;I;4
;KRFSL     ;Kundreskontraförsystemslogg;13;TYPE      ;Typ;I;4
;KRFSL     ;Kundreskontraförsystemslogg;14;TIMESTAMP ;;C;10
;KRKNR     ;Kund;1;KEYKRKNR  ;Kund;C;15
;KRKNR     ;Kund;2;KEYCMCTC  ;Kontakt;C;15
;KRKNR     ;Kund;3;KEYSYLNG  ;Språk;C;15
;KRKNR     ;Kund;4;PAYCOND   ;Betalningsvillkor;I;4
;KRKNR     ;Kund;5;CREDLIMIT ;Kreditgräns;Y;8
;KRKNR     ;Kund;6;REVVATDUTY;Omvänd skattskyldighet;I;4
;KRKNR     ;Kund;7;CTAX      ;F-skatt;I;4
;KRKNR     ;Kund;8;BLOCKED   ;Blocked;I;4
;KRKNR     ;Kund;9;NOTINTINV ;Räntefakturera ej;I;4
;KRKNR     ;Kund;10;DEMANDSTOP;Kravfakturera ej;I;4
;KRKNR     ;Kund;11;RESDAYS   ;Respit;I;4
;KRKNR     ;Kund;12;SVEFAKT   ;Svefaktura;I;4
;KRKNR     ;Kund;13;B2CINVOICE;E-invoice B2C;I;4
;KRKNR     ;Kund;14;SMSINV    ;Fakturainformation via SMS;I;4
;KRKNR     ;Kund;15;EMAILINV  ;Fakturainformation via e-post;I;4
;KRKNR     ;Kund;16;JOINTLYINV;Samdebitera;I;4
;KRKNR     ;Kund;17;EFADDRESS ;e-faktura-adress;C;20
;KRKNR     ;Kund;18;BIC       ;BIC;C;11
;KRKNR     ;Kund;19;IBAN      ;Autogiro-IBAN;C;34
;KRKNR     ;Kund;20;AUTOGIRO  ;Autogiro;I;4
;KRKNR     ;Kund;21;AGTYPE    ;Autogirotyp;I;4
;KRKNR     ;Kund;22;AGNUMBER  ;Ag-betalarnummer;C;16
;KRKNR     ;Kund;23;AGLENGTH  ;Ag-betalarnummerlängd;I;4
;KRKNR     ;Kund;24;AGINFO    ;Övrig information;C;30
;KRKNR     ;Kund;25;AGCLEARING;Ag-clearingnummer;N;20
;KRKNR     ;Kund;26;AGACCOUNT ;Ag-konto;C;20
;KRKNR     ;Kund;27;AGACCTYPE ;Ag-kontotyp;I;4
;KRKNR     ;Kund;28;AGYEAR    ;Autogiro-år;I;4
;KRKNR     ;Kund;29;REQPERMIT ;Begär autogiromedgivande;I;4
;KRKNR     ;Kund;30;PERMITDATE;Datum för autogiromedgivande;T;8
;KRKNR     ;Kund;31;REQSTOP   ;Begär autogiroavslut;I;4
;KRKNR     ;Kund;32;FRSTDATE  ;Återkommande autogiro;T;8
;KRKNR     ;Kund;33;STOPDATE  ;Datum för autogiroavslut;T;8
;KRKNR     ;Kund;34;AGLASTDATE;Sista autogirodatum;T;8
;KRKNR     ;Kund;35;AGDAYFIXED;Fast avdragsdag J/N/Modulinst.;I;4
;KRKNR     ;Kund;36;AGDAYNO   ;Fast avdragsdag;I;4
;KRKNR     ;Kund;37;AGDAYPASS ;Alternativ fast avdragsdag;I;4
;KRKNR     ;Kund;38;AGUNIQUEID;Id för elektroniskt autogiro;C;16
;KRKNR     ;Kund;39;AGCHECK   ;Återkommande autogiro;I;4
;KRKNR     ;Kund;40;VATDECLARE;VAT declaration;I;4
;KRKNR     ;Kund;41;SUBJETOVAT;Subject to VAT;I;4
;KRKNR     ;Kund;42;AVSLDATE  ;Concluded eviction;T;8
;KRKNR     ;Kund;43;BEGDATE   ;Claim for repayment;T;8
;KRKNR     ;Kund;44;FORLDATE  ;Settlement complaint;T;8
;KRKNR     ;Kund;45;HUSDATE   ;Rent dispute complaint;T;8
;KRKNR     ;Kund;46;MNAMNSDATE;Date of holding - compulsory attendance Bailiff;T;8
;KRKNR     ;Kund;47;MFORLDATE ;Date of holding - compulsory attendance conciliati;T;8
;KRKNR     ;Kund;48;MHUSDATE  ;Date of holding - compulsory attendance disputes t;T;8
;KRKNR     ;Kund;49;IKKMDATE  ;Date of holding - no compulsory attendance;T;8
;KRKNR     ;Kund;50;AVHDATE   ;Completed;T;8
;KRKNR     ;Kund;51;UTLDATE   ;Execution proceedings;T;8
;KRKNR     ;Kund;52;INTUDATE  ;No expences;T;8
;KRKNR     ;Kund;53;LONNDATE  ;Löneavdrag;T;8
;KRKNR     ;Kund;54;PANTDATE  ;Pant;T;8
;KRKNR     ;Kund;55;DOMDATE   ;Verdict;T;8
;KRKNR     ;Kund;56;GJELDDATE ;Debt settlement;T;8
;KRKNR     ;Kund;57;BETPDATE  ;Instalment plan;T;8
;KRKNR     ;Kund;58;GJELDBDATE;Promissory note;T;8
;KRKNR     ;Kund;59;NOPAYMENT ;No payment;I;4
;KRKNR     ;Kund;60;TIMESTAMP ;;C;10
;KRKRV     ;Kravscenarionivå;1;KEYKRKRV  ;Kravscenarionivå;C;15
;KRKRV     ;Kravscenarionivå;2;KEYKRSCE  ;Kravscenario;C;15
;KRKRV     ;Kravscenarionivå;3;KEYREVRT  ;Transaktionstyp;C;15
;KRKRV     ;Kravscenarionivå;4;KEYFADBT  ;Debiteringstyp;C;15
;KRKRV     ;Kravscenarionivå;5;NUM       ;Ordning;I;4
;KRKRV     ;Kravscenarionivå;6;TYPE      ;Kravtyp;I;4
;KRKRV     ;Kravscenarionivå;7;NAME      ;Benämning;C;30
;KRKRV     ;Kravscenarionivå;8;TEXT      ;Text;C;30
;KRKRV     ;Kravscenarionivå;9;COLLFIRM  ;Inkassobyrå;I;4
;KRKRV     ;Kravscenarionivå;10;FEENOTICE ;Avgiftsvarsel;I;4
;KRKRV     ;Kravscenarionivå;11;FEE       ;Avgift;Y;8
;KRKRV     ;Kravscenarionivå;12;DAYS      ;Efter dagar;I;4
;KRKRV     ;Kravscenarionivå;13;RESDAYS   ;Respit;I;4
;KRKRV     ;Kravscenarionivå;14;MINAMOUNT ;Minsta belopp;Y;8
;KRKRV     ;Kravscenarionivå;15;MINRENTPCT;Minsta andel av hyran (%);Y;8
;KRKRV     ;Kravscenarionivå;16;MAXAMOUNT ;Highest amount;Y;8
;KRKRV     ;Kravscenarionivå;17;BUNDLE    ;Samlingsbrev;I;4
;KRKRV     ;Kravscenarionivå;18;BUNDLECONT;[TXC_RYO0SF2BZ] per [TXC<L>_RXA10742G];I;4
;KRKRV     ;Kravscenarionivå;19;PLEDGELET ;Brev till panthavare vid krav;I;4
;KRKRV     ;Kravscenarionivå;20;GUARANLET ;Brev till borgensman vid krav;I;4
;KRKRV     ;Kravscenarionivå;21;ALLCONLET ;Letter to all tenants;I;4
;KRKRV     ;Kravscenarionivå;22;SMSINV    ;Fakturainformation via SMS;I;4
;KRKRV     ;Kravscenarionivå;23;EMAILINV  ;;I;4
;KRKRV     ;Kravscenarionivå;24;KRVUSED   ;Aktiv;I;4
;KRKRV     ;Kravscenarionivå;25;TIMESTAMP ;;C;10
;KRLOG     ;Logg för slutreglerade fakturor;1;KEYKRLOG  ;Logg för slutreglerade fakturor;C;15
;KRLOG     ;Logg för slutreglerade fakturor;2;LOGDATE   ;Logga t.o.m.;T;8
;KRLOG     ;Logg för slutreglerade fakturor;3;AMOUNT    ;Belopp;Y;8
;KRLOG     ;Logg för slutreglerade fakturor;4;TIMESTAMP ;;C;10
;KRPIH     ;Incoming [TXC<L>_13C0I10HRHZTPU] [TXC<L>_0N80WFRNP;1;KEYKRPIH  ;Incoming [TXC<L>_13C0I10HRHZTPU] [TXC<L>_0N80WFRNP;C;15
;KRPIH     ;Incoming [TXC<L>_13C0I10HRHZTPU] [TXC<L>_0N80WFRNP;2;FILEHASH  ;Identification string for hashing;M;4
;KRPIH     ;Incoming [TXC<L>_13C0I10HRHZTPU] [TXC<L>_0N80WFRNP;3;IMPORTTIME;Time;T;8
